"LAKE_ID","SAMPLE_DATE","year","decade","dyear","month","log_NPratio","Result.Value"
"0602HAT0155",2016-07-04,2016,2010,2016.50546448087,"07","NPratio",0.474457979595116
"1302KAT0107A",2016-07-04,2016,2010,2016.50546448087,"07","NPratio",-1.49488494859211
"1103SUM0080",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",-0.425267735404344
"0906BUT0054",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",-0.545227050483323
"1103COS0079",2016-07-01,2016,2010,2016.49726775956,"07","NPratio",0.0953101798043247
"1104EFN0129",2016-07-04,2016,2010,2016.50546448087,"07","NPratio",1.63929087558378
"1402WOL0037",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",-0.182321556793955
"1301PEE0171",2016-06-29,2016,2010,2016.49180327869,"06","NPratio",-0.365459773494465
"0602PET0078",2016-07-01,2016,2010,2016.49726775956,"07","NPratio",1.12986483217221
"0602BRA0154",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",0.421213465076303
"1004AUG0213",2016-07-04,2016,2010,2016.50546448087,"07","NPratio",-1.06471073699243
"0104LIM0130",2016-07-02,2016,2010,2016.5,"07","NPratio",3.5331249247047
"0602DEA0036",2016-07-02,2016,2010,2016.5,"07","NPratio",-2.60176333058425
"1701LLO0708",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",3.15597588921463
"1501TUX1007",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",0.00567645800480512
"1501WEE1005",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",-1.02961941718116
"0705COM0333",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",2.72777470644999
"0602MOR0152",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",1.3779955583052
"0602ULI0067",2016-07-06,2016,2010,2016.51092896175,"07","NPratio",4.69254381619668
"0502SMI0066",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",-1.3445249482436
"0302SOD0096",2016-07-06,2016,2010,2016.51092896175,"07","NPratio",0.624938930533412
"0602TUL0068",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",0.257045102989891
"1301IND0167",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",0.276632236265196
"1303BEA0234",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",-1.91364928683709
"0906MIL0055",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",0.824483182621032
"1308ROB0902",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",3.28275968149794
"0902EAG0083",2016-07-03,2016,2010,2016.50273224044,"07","NPratio",0.699416793573541
"0601CHE0213",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",0.200670695462151
"0602LEB0153",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",0.708072830776621
"1302WAC0117",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-2.44110402712961
"0202CHA0122",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-0.844697078687146
"0703DER0139A",2016-07-06,2016,2010,2016.51092896175,"07","NPratio",0.0276515313305099
"1310QUE0057",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",0.139262067333508
"0303LOR0009",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-0.951228783235436
"0602PLY0107",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-1.81062795353244
"1201PEC0686",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-0.8754687373539
"1302LIN0057A",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-0.595534351692945
"1301BUR0386C",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",0.510825623765991
"0404LOO0079",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-1.145132304303
"1201PLE0745",2016-07-06,2016,2010,2016.51092896175,"07","NPratio",-0.707331815551902
"1302BLU0122A",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-0.768048488733063
"1302RIP0119",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-1.04292338280752
"1302OSC0118",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-1.08368663845143
"1301BOW0444",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-0.478892576662982
"1302PUT0093B",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",-0.665261977070409
"1302CAR0062A",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-0.953246438396584
"1005GLE0441",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",-0.839101093183025
"0703TUS0153A",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",0.356674943938732
"1201GAL0563",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",-0.98794672078059
"0602GEN0088",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",1.04363015425076
"1101SAR0027",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",0.625894953550778
"0906OTH0009",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",-0.307484699747961
"1104EAG0438",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",0.321583624127462
"1102TAC1129",2016-07-01,2016,2010,2016.49726775956,"07","NPratio",0.200670695462151
"0601GUI0188",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",0.631453611554606
"0602SON0072",2016-07-09,2016,2010,2016.51912568306,"07","NPratio",-1.33500106673234
"1301ROA0183B",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",0.154150679827258
"1302KIR0052",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",-1.09861228866811
"0602EAR0146",2016-07-05,2016,2010,2016.50819672131,"07","NPratio",3.14497857866616
"0602WAR0094",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",0.534923175345051
"1104HUN0131",2016-07-12,2016,2010,2016.52732240437,"07","NPratio",-0.555525802683897
"0902HOR0078",2016-07-10,2016,2010,2016.5218579235,"07","NPratio",0.520128016428304
"0801BRA0689",2016-07-11,2016,2010,2016.52459016393,"07","NPratio",0.23712979328895
"1301FOR0441",2016-07-25,2016,2010,2016.56284153005,"07","NPratio",0.831733343846092
"1501LUC0982B",2016-07-15,2016,2010,2016.53551912568,"07","NPratio",-0.373785779569201
"1104PLE0313",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",0.143100843640673
"1301SLE6666",2016-07-13,2016,2010,2016.53005464481,"07","NPratio",0.430782916092454
"1201MAR0570",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-2.18444485068982
"1401SOM0268",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-0.269332933783584
"1301MOH0179",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-2.45257126914506
"1004LIN0315",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",0.553385238184787
"1104JEN0130",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",-0.0953101798043248
"0703PAN0094",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-0.207014169384326
"1101BAL1090",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-1.25794432723737
"1311DUA0276A",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",-1.85629799036563
"0703CAZ0153",2016-07-15,2016,2010,2016.53551912568,"07","NPratio",-0.635988766719997
"0403SIL0115",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-1.41846364405328
"1004MIR0250",2016-07-14,2016,2010,2016.53278688525,"07","NPratio",-0.944461608840851
"0104JAV0152",2016-07-18,2016,2010,2016.54371584699,"07","NPratio",-1.80594410422001
"1301SEP0826",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",-0.475669366781413
"0904SIL0351",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-0.194156014440958
"0502DEM0068",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-0.75377180237638
"0602CRO0073",2016-07-18,2016,2010,2016.54371584699,"07","NPratio",-0.0487901641694319
"1401STU0245",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",-2.46904070801168
"1402PLE0045",2016-07-18,2016,2010,2016.54371584699,"07","NPratio",-0.593940530476497
"1302PEA0093",2016-07-15,2016,2010,2016.53551912568,"07","NPratio",-0.323635089860532
"0602MEL0039",2016-07-18,2016,2010,2016.54371584699,"07","NPratio",-0.412109650826833
"0201CUB0115",2016-07-19,2016,2010,2016.54644808743,"07","NPratio",0.764891085418787
"0705DUC0222",2016-07-19,2016,2010,2016.54644808743,"07","NPratio",-0.134919317899371
"0703PLE0019",2016-07-17,2016,2010,2016.54098360656,"07","NPratio",-0.717839793150317
"1301ORA0340",2016-07-19,2016,2010,2016.54644808743,"07","NPratio",-0.37672263924251
"1404OQU0383",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",1.47590651980958
"1104SCH0374",2016-07-21,2016,2010,2016.55191256831,"07","NPratio",1.24479479884619
"1201ECA0697",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",0.333144446528538
"1301PEE0171",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",-0.0419641990990321
"1310SPR0081",2016-07-23,2016,2010,2016.55737704918,"07","NPratio",1.25423463910682
"0906GRA0051",2016-07-16,2016,2010,2016.53825136612,"07","NPratio",0.328504066972036
"1302UWB0044H",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",-0.464781685264584
"1306ULS0799",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",-0.182321556793955
"1302HOW0127",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",-1.01976712073815
"0403RUS0146",2016-07-15,2016,2010,2016.53551912568,"07","NPratio",3.11833459564632
"1701LFR0662",2016-07-25,2016,2010,2016.56284153005,"07","NPratio",-0.0571584138399485
"1302PAL0061A",2016-07-24,2016,2010,2016.56010928962,"07","NPratio",-0.574628580324608
"0801OTT0926",2016-07-25,2016,2010,2016.56284153005,"07","NPratio",0.393042588109607
"0906BLA0001",2016-07-25,2016,2010,2016.56284153005,"07","NPratio",-0.300104592450338
"1104FOR0340",2016-07-25,2016,2010,2016.56284153005,"07","NPratio",0.470003629245735
"0302SOD0096",2016-07-26,2016,2010,2016.56557377049,"07","NPratio",-0.351243553941525
"1104FRI0365",2016-07-26,2016,2010,2016.56557377049,"07","NPratio",0.74795541705494
"0703JAM0144",2016-07-28,2016,2010,2016.57103825137,"07","NPratio",1.92907158469248
"1302KAT0107A",2016-07-28,2016,2010,2016.57103825137,"07","NPratio",-0.721086549249187
"1701LON0702",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",-1.66770682055808
"1701LLO0708",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",2.34319981214824
"0902EAG0083",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",0.822958792081936
"1501WEE1005",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-0.302570684945532
"1501UWB1006",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-0.365658857707745
"1501TUX1007",2016-07-29,2016,2010,2016.5737704918,"07","NPratio",0.241696959209958
"0602BRA0154",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",0.162518929497775
"0602DEA0036",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",-2.03292152604494
"0906MIL0055",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-0.117783035656383
"0906SIX0056",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",1.07880966137193
"0906BUT0054",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-0.0124225199985571
"0602PET0078",2016-07-29,2016,2010,2016.5737704918,"07","NPratio",0.675128675057267
"1402WOL0037",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-0.295464212893836
"0602EAT0163",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",0.331777392317005
"1401ANA0251",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",0.559615787935423
"0602PLY0107",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-0.974559639998131
"1104EFN0129",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",0.8754687373539
"0502SMI0066",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",-1.00957866629771
"1303BEA0234",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",-0.954085928036215
"1104HUN0131",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",0.756660586282271
"1004PLA0254",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",2.24701524183924
"0705COM0333",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",0.440693799991908
"0602LEB0153",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",0.390197635977376
"0602EAR0146",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",2.31328038211079
"1102BAB1109",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",-0.955511445027436
"0104LIM0130",2016-07-30,2016,2010,2016.57650273224,"07","NPratio",0.200259257480622
"1101SAR0027",2016-08-09,2016,2010,2016.60382513661,"08","NPratio",-0.0812254399225859
"0705DUC0222",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",-0.54095536521802
"1005GLE0441",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",1.7180717534369
"0602MOR0152",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",0.551647618286246
"0906BON0024",2016-07-19,2016,2010,2016.54644808743,"07","NPratio",0.980829253011726
"1308ROB0902",2016-08-01,2016,2010,2016.58196721311,"08","NPratio",1.91481956198528
"0601CHE0213",2016-08-02,2016,2010,2016.58469945355,"08","NPratio",0.0155041865359653
"1102TAC1129",2016-08-02,2016,2010,2016.58469945355,"08","NPratio",2.3434070875143
"0602TUL0068",2016-08-02,2016,2010,2016.58469945355,"08","NPratio",0.230523658611832
"1401MON0186",2016-07-31,2016,2010,2016.57923497268,"07","NPratio",0.0847412284550907
"1104EAG0438",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",1.13615020798718
"1201PEC0686",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.44628710262842
"1302OSC0118",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-0.700264648328809
"1301BOW0444",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.176186568226439
"1302PUT0093B",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-1.53039470509365
"0602WAR0094",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.575364144903562
"0404LOO0079",2016-08-06,2016,2010,2016.5956284153,"08","NPratio",0.331777392317005
"1302WAC0117",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-0.0235304974101939
"1302BLU0122A",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-0.428995605518358
"0202CHA0122",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-1.45343366395752
"1301BUR0386C",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-1.5515439340152
"1310QUE0057",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.281639757995818
"1201GAL0563",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.301105092783922
"1401DEV0174",2016-08-03,2016,2010,2016.58743169399,"08","NPratio",0.177334015282915
"0801BRA0689",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.591794686299658
"0703CAZ0153",2016-08-03,2016,2010,2016.58743169399,"08","NPratio",0.066445099408153
"0602HAT0155",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",0.0755075525081451
"0703DER0139A",2016-08-06,2016,2010,2016.5956284153,"08","NPratio",0.149035579160488
"1404LAU0382",2016-08-06,2016,2010,2016.5956284153,"08","NPratio",-0.229788094032878
"0602ULI0067",2016-08-03,2016,2010,2016.58743169399,"08","NPratio",4.36173281533407
"0602SON0072",2016-08-06,2016,2010,2016.5956284153,"08","NPratio",0.318453731118535
"1302RIP0119",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-0.174353387144778
"0703TUS0153A",2016-08-08,2016,2010,2016.60109289617,"08","NPratio",0.0454623740767572
"1103COS0079",2016-08-08,2016,2010,2016.60109289617,"08","NPratio",-0.405465108108164
"1004AUG0213",2016-08-03,2016,2010,2016.58743169399,"08","NPratio",-0.693147180559945
"1301ROA0183B",2016-08-08,2016,2010,2016.60109289617,"08","NPratio",0.510825623765991
"1302KIR0052",2016-08-08,2016,2010,2016.60109289617,"08","NPratio",-0.1316778239752
"1310ROU0080",2016-08-03,2016,2010,2016.58743169399,"08","NPratio",0.478035800943
"0703PAN0094",2016-08-09,2016,2010,2016.60382513661,"08","NPratio",-0.269332933783584
"0601GUI0188",2016-08-09,2016,2010,2016.60382513661,"08","NPratio",0.0370412716803491
"1301SLE6666",2016-08-09,2016,2010,2016.60382513661,"08","NPratio",0.182321556793955
"1501LUC0982B",2016-08-12,2016,2010,2016.61202185792,"08","NPratio",2.47227006578349
"1311DUA0276A",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",-1.29746314741327
"0303LOR0009",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",-0.330502069634709
"1101BAL1090",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",-1.15792886582453
"1302LIN0057A",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",-1.37743167386205
"1301ORA0340",2016-08-09,2016,2010,2016.60382513661,"08","NPratio",-0.724784265503128
"0502DEM0068",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",0.118518600235338
"1004LIN0315",2016-08-13,2016,2010,2016.61475409836,"08","NPratio",0.356674943938732
"1004MIR0250",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",0.510825623765991
"1201CAN0717",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",1.97408102602201
"1402PLE0045",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",-0.274129106047077
"1104PLE0313",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",0.177334015282915
"1104FRI0365",2016-05-31,2016,2010,2016.41256830601,"05","NPratio",-0.693147180559945
"1201ECA0697",2016-05-30,2016,2010,2016.40983606557,"05","NPratio",-0.53062825106217
"1201CAN0717",2016-05-30,2016,2010,2016.40983606557,"05","NPratio",3.42786562874432
"1401ANA0251",2016-05-29,2016,2010,2016.40710382514,"05","NPratio",-0.487703206345136
"0902EAG0083",2016-05-29,2016,2010,2016.40710382514,"05","NPratio",0.781115953505903
"1104EAG0438",2016-05-30,2016,2010,2016.40983606557,"05","NPratio",2.05412373369555
"0601GUI0188",2016-05-31,2016,2010,2016.41256830601,"05","NPratio",-1.23214368129263
"0906BLA0001",2016-05-31,2016,2010,2016.41256830601,"05","NPratio",-0.580817995586026
"1402WOL0037",2016-06-05,2016,2010,2016.4262295082,"06","NPratio",0.393042588109607
"0906SIX0056",2016-06-04,2016,2010,2016.42349726776,"06","NPratio",-0.735111379658977
"1104EFN0129",2016-06-03,2016,2010,2016.42076502732,"06","NPratio",-0.678758443107846
"1103SUM0080",2016-06-04,2016,2010,2016.42349726776,"06","NPratio",-1.22377543162212
"1102BAB1109",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",0.3983476403393
"1310SPR0081",2016-06-04,2016,2010,2016.42349726776,"06","NPratio",-0.8754687373539
"0601CHE0213",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",0.877576219693464
"0602TUL0068",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",2.72926604025248
"0602ULI0067",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",4.41329494097935
"0602PET0078",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",0.672313093657103
"0602MOR0152",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",2.59885090913722
"0104LIM0130",2016-06-04,2016,2010,2016.42349726776,"06","NPratio",4.44160028424434
"1004AUG0213",2016-06-02,2016,2010,2016.41803278689,"06","NPratio",-1.55059741241117
"0602LEB0153",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",1.63929087558378
"0801OTT0926",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",0.338975366839331
"1308ROB0902",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",3.64137712012893
"1301IND0167",2016-06-07,2016,2010,2016.43169398907,"06","NPratio",0.105360515657826
"0705COM0333",2016-06-06,2016,2010,2016.42896174863,"06","NPratio",3.93095101531367
"1303BEA0234",2016-06-07,2016,2010,2016.43169398907,"06","NPratio",-0.737598943130779
"0602EAR0146",2016-06-07,2016,2010,2016.43169398907,"06","NPratio",3.87205974861631
"1301ROA0183B",2016-06-12,2016,2010,2016.44535519126,"06","NPratio",0.751987680582879
"1301BOW0444",2016-06-13,2016,2010,2016.44808743169,"06","NPratio",1.2121361149651
"0906OTH0009",2016-06-13,2016,2010,2016.44808743169,"06","NPratio",0.583584978048419
"1201PLE0745",2016-06-02,2016,2010,2016.41803278689,"06","NPratio",2.07944154167984
"0602GEN0088",2016-06-10,2016,2010,2016.43989071038,"06","NPratio",-0.32892503098583
"1301BUR0386C",2016-06-14,2016,2010,2016.45081967213,"06","NPratio",0.842959458788605
"0602WAR0094",2016-06-13,2016,2010,2016.44808743169,"06","NPratio",0.192371892647456
"0602PLY0107",2016-06-14,2016,2010,2016.45081967213,"06","NPratio",0.798507696217771
"1104FOR0340",2016-06-13,2016,2010,2016.44808743169,"06","NPratio",-0.775385278796917
"1005GLE0441",2016-06-14,2016,2010,2016.45081967213,"06","NPratio",1.52674619658899
"1201GAL0563",2016-06-11,2016,2010,2016.44262295082,"06","NPratio",1.10219011001599
"0703DER0139A",2016-06-15,2016,2010,2016.45355191257,"06","NPratio",1.48022618095409
"0902HOR0078",2016-06-09,2016,2010,2016.43715846995,"06","NPratio",1.17987525274688
"1301SLE6666",2016-06-14,2016,2010,2016.45081967213,"06","NPratio",1.355657391658
"0602CRO0073",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",-0.794929874869888
"1404OQU0383",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",0.470003629245736
"0502DEM0068",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",-1.42138568093116
"1004LIN0315",2016-06-18,2016,2010,2016.46174863388,"06","NPratio",-0.587786664902119
"0801BRA0689",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",1.67168022131132
"1101BAL1090",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",-1.16315080980568
"1101SAR0027",2016-06-15,2016,2010,2016.45355191257,"06","NPratio",2.05985440840453
"1201MAR0570",2016-06-18,2016,2010,2016.46174863388,"06","NPratio",-1.85629799036563
"1311DUA0276A",2016-06-15,2016,2010,2016.45355191257,"06","NPratio",-1.56077274045282
"1104SCH0374",2016-06-16,2016,2010,2016.45628415301,"06","NPratio",1.87302243330682
"1301SEP0826",2016-06-02,2016,2010,2016.41803278689,"06","NPratio",0.479277266031065
"0703JAM0144",2016-06-21,2016,2010,2016.46994535519,"06","NPratio",2.99573227355399
"1104JEN0130",2016-06-14,2016,2010,2016.45081967213,"06","NPratio",1.19123377854851
"0104JAV0152",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",-3.15639233356677
"1301ORA0340",2016-06-20,2016,2010,2016.46721311475,"06","NPratio",-0.312374685042152
"1701LFR0662",2016-06-20,2016,2010,2016.46721311475,"06","NPratio",-0.99996320759827
"0904SIL0351",2016-06-18,2016,2010,2016.46174863388,"06","NPratio",0.869333748786384
"0703PLE0019",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",-2.20984304129543
"1501LUC0982B",2016-06-17,2016,2010,2016.45901639344,"06","NPratio",0.672447864546795
"1104PLE0313",2016-06-18,2016,2010,2016.46174863388,"06","NPratio",-0.693147180559945
"1402PLE0045",2016-06-20,2016,2010,2016.46721311475,"06","NPratio",0.76460614454209
"0403SIL0115",2016-06-19,2016,2010,2016.46448087432,"06","NPratio",2.07767319462309
"0403RUS0146",2016-06-17,2016,2010,2016.45901639344,"06","NPratio",3.58157907363828
"1310ROU0080",2016-06-15,2016,2010,2016.45355191257,"06","NPratio",-1.23214368129263
"0602GEN0088",2016-08-15,2016,2010,2016.62021857923,"08","NPratio",0
"0703PLE0019",2016-08-14,2016,2010,2016.6174863388,"08","NPratio",-0.495250411980519
"0403RUS0146",2016-08-12,2016,2010,2016.61202185792,"08","NPratio",2.97704014054184
"1302CAR0062A",2016-08-06,2016,2010,2016.5956284153,"08","NPratio",0.166126870873974
"0201CUB0115",2016-08-16,2016,2010,2016.62295081967,"08","NPratio",-0.520775954619159
"0602MEL0039",2016-08-16,2016,2010,2016.62295081967,"08","NPratio",0.211309093667207
"0906BON0024",2016-08-16,2016,2010,2016.62295081967,"08","NPratio",0.660357357736954
"1201MAR0570",2016-08-16,2016,2010,2016.62295081967,"08","NPratio",-1.56861591791385
"1301PEE0171",2016-08-21,2016,2010,2016.63661202186,"08","NPratio",-2.12823170584927
"1401SOM0268",2016-08-21,2016,2010,2016.63661202186,"08","NPratio",-1.3424917384615
"0801BRA0689",2016-08-19,2016,2010,2016.63114754098,"08","NPratio",0.767255152713667
"1404OQU0383",2016-08-21,2016,2010,2016.63661202186,"08","NPratio",0.664976303593249
"0904SIL0351",2016-08-19,2016,2010,2016.63114754098,"08","NPratio",-0.721318057526642
"1302UWB0044H",2016-08-21,2016,2010,2016.63661202186,"08","NPratio",-2.27065204589104
"1201ECA0697",2016-08-21,2016,2010,2016.63661202186,"08","NPratio",-0.571786323555678
"0902HOR0078",2016-08-07,2016,2010,2016.59836065574,"08","NPratio",-1.67039861222379
"1104FRI0365",2016-08-22,2016,2010,2016.6393442623,"08","NPratio",-0.762140052046897
