"LAKE_ID","SAMPLE_DATE","year","month","decade","combined","Result.Value"
"0202CHA0122",1999-09-12,1999,9,1990,"CHLOROPHYLL A_OW_T",40.3
"0202CHA0122",1994-07-18,1994,7,1990,"CHLOROPHYLL A_OW_T",6.71
"0202CHA0122",2020-08-01,2020,8,2020,"CHLOROPHYLL A_OW_T",13.56
"0202CHA0122",2005-07-23,2005,7,2000,"CHLOROPHYLL A_OW_T",42.6
"0202CHA0122",1988-07-29,1988,7,1980,"CHLOROPHYLL A_OW_T",10.6
"0202CHA0122",2011-08-29,2011,8,2010,"CHLOROPHYLL A_OW_T",28
"0202CHA0122",2019-08-18,2019,8,2010,"CHLOROPHYLL A_OW_T",26.92
"0202CHA0122",1987-09-12,1987,9,1980,"CHLOROPHYLL A_OW_T",29.6
"0202CHA0122",2005-06-05,2005,6,2000,"CHLOROPHYLL A_OW_T",2.5
"0202CHA0122",2003-08-20,2003,8,2000,"CHLOROPHYLL A_OW_T",14.9
"0202CHA0122",1990-08-24,1990,8,1990,"CHLOROPHYLL A_OW_T",32.3
"0202CHA0122",2008-07-27,2008,7,2000,"CHLOROPHYLL A_OW_T",10.77
"0202CHA0122",1987-08-06,1987,8,1980,"CHLOROPHYLL A_OW_T",14.9
"0202CHA0122",2009-09-20,2009,9,2000,"CHLOROPHYLL A_OW_T",20.6
"0202CHA0122",1989-08-25,1989,8,1980,"CHLOROPHYLL A_OW_T",8.26
"0202CHA0122",1987-08-13,1987,8,1980,"CHLOROPHYLL A_OW_T",35.5
"0202CHA0122",2020-06-21,2020,6,2020,"CHLOROPHYLL A_OW_T",4.494
"0202CHA0122",2007-08-26,2007,8,2000,"CHLOROPHYLL A_OW_T",113.84
"0202CHA0122",1997-07-29,1997,7,1990,"CHLOROPHYLL A_OW_T",4.98
"0202CHA0122",2018-07-29,2018,7,2010,"CHLOROPHYLL A_OW_T",32.5
"0202CHA0122",1999-07-05,1999,7,1990,"CHLOROPHYLL A_OW_T",3.4
"0202CHA0122",2002-08-04,2002,8,2000,"CHLOROPHYLL A_OW_T",8.9
"0202CHA0122",2018-09-03,2018,9,2010,"CHLOROPHYLL A_OW_T",27.2
"0202CHA0122",2008-08-24,2008,8,2000,"CHLOROPHYLL A_OW_T",16
"0202CHA0122",1992-06-29,1992,6,1990,"CHLOROPHYLL A_OW_T",15
"0202CHA0122",2004-10-26,2004,10,2000,"CHLOROPHYLL A_OW_T",20.8
"0202CHA0122",1998-08-18,1998,8,1990,"CHLOROPHYLL A_OW_T",14.4
"0202CHA0122",2016-06-26,2016,6,2010,"CHLOROPHYLL A_OW_T",2.6
"0202CHA0122",2019-06-08,2019,6,2010,"CHLOROPHYLL A_OW_T",6.77
"0202CHA0122",2015-06-28,2015,6,2010,"CHLOROPHYLL A_OW_T",18.2
"0202CHA0122",2004-08-14,2004,8,2000,"CHLOROPHYLL A_OW_T",19.3
"0202CHA0122",1998-08-11,1998,8,1990,"CHLOROPHYLL A_OW_T",19.8
"0202CHA0122",2014-07-20,2014,7,2010,"CHLOROPHYLL A_OW_T",20.8
"0202CHA0122",2014-07-06,2014,7,2010,"CHLOROPHYLL A_OW_T",15.6
"0202CHA0122",2019-06-09,2019,6,2010,"CHLOROPHYLL A_OW_T",4.114
"0202CHA0122",2011-06-28,2011,6,2010,"CHLOROPHYLL A_OW_T",7.1
"0202CHA0122",1988-08-27,1988,8,1980,"CHLOROPHYLL A_OW_T",17
"0202CHA0122",1993-08-03,1993,8,1990,"CHLOROPHYLL A_OW_T",22.8
"0202CHA0122",2009-07-12,2009,7,2000,"CHLOROPHYLL A_OW_T",6.53
"0202CHA0122",2009-10-04,2009,10,2000,"CHLOROPHYLL A_OW_T",6.276
"0202CHA0122",2016-09-04,2016,9,2010,"CHLOROPHYLL A_OW_T",18
"0202CHA0122",2004-09-26,2004,9,2000,"CHLOROPHYLL A_OW_T",14.4
"0202CHA0122",1987-10-04,1987,10,1980,"CHLOROPHYLL A_OW_T",25.2
"0202CHA0122",2019-08-04,2019,8,2010,"CHLOROPHYLL A_OW_T",17.682
"0202CHA0122",2018-07-01,2018,7,2010,"CHLOROPHYLL A_OW_T",19
"0202CHA0122",2003-06-30,2003,6,2000,"CHLOROPHYLL A_OW_T",7.4
"0202CHA0122",1988-07-21,1988,7,1980,"CHLOROPHYLL A_OW_T",10.1
"0202CHA0122",2008-06-02,2008,6,2000,"CHLOROPHYLL A_OW_T",4.31
"0202CHA0122",2012-08-26,2012,8,2010,"CHLOROPHYLL A_OW_T",15
"0202CHA0122",2006-05-29,2006,5,2000,"CHLOROPHYLL A_OW_T",1.74
"0202CHA0122",1997-09-20,1997,9,1990,"CHLOROPHYLL A_OW_T",5.45
"0202CHA0122",2012-08-04,2012,8,2010,"CHLOROPHYLL A_OW_T",25.7
"0202CHA0122",1988-09-24,1988,9,1980,"CHLOROPHYLL A_OW_T",16.5
"0202CHA0122",1997-09-01,1997,9,1990,"CHLOROPHYLL A_OW_T",6.58
"0202CHA0122",1988-09-18,1988,9,1980,"CHLOROPHYLL A_OW_T",22.2
"0202CHA0122",1990-08-17,1990,8,1990,"CHLOROPHYLL A_OW_T",29.7
"0202CHA0122",2008-07-12,2008,7,2000,"CHLOROPHYLL A_OW_T",7.52
"0202CHA0122",1991-07-09,1991,7,1990,"CHLOROPHYLL A_OW_T",14.2
"0202CHA0122",2016-08-20,2016,8,2010,"CHLOROPHYLL A_OW_T",20
"0202CHA0122",2012-07-08,2012,7,2010,"CHLOROPHYLL A_OW_T",22.5
"0202CHA0122",1988-06-20,1988,6,1980,"CHLOROPHYLL A_OW_T",10.8
"0202CHA0122",2019-09-29,2019,9,2010,"CHLOROPHYLL A_OW_T",18.458
"0202CHA0122",2010-07-11,2010,7,2010,"CHLOROPHYLL A_OW_T",48.4
"0202CHA0122",1988-08-19,1988,8,1980,"CHLOROPHYLL A_OW_T",17
"0202CHA0122",2015-06-29,2015,6,2010,"CHLOROPHYLL A_OW_T",5.8
"0202CHA0122",1991-10-20,1991,10,1990,"CHLOROPHYLL A_OW_T",37.2
"0202CHA0122",2002-07-21,2002,7,2000,"CHLOROPHYLL A_OW_T",4.1
"0202CHA0122",2002-05-27,2002,5,2000,"CHLOROPHYLL A_OW_T",1.4
"0202CHA0122",2020-08-16,2020,8,2020,"CHLOROPHYLL A_OW_T",19.096
"0202CHA0122",1994-09-04,1994,9,1990,"CHLOROPHYLL A_OW_T",52.7
"0202CHA0122",1987-09-20,1987,9,1980,"CHLOROPHYLL A_OW_T",22.9
"0202CHA0122",2004-08-03,2004,8,2000,"CHLOROPHYLL A_OW_T",29.2
"0202CHA0122",1993-09-06,1993,9,1990,"CHLOROPHYLL A_OW_T",29
"0202CHA0122",1991-07-29,1991,7,1990,"CHLOROPHYLL A_OW_T",10.5
"0202CHA0122",2015-08-23,2015,8,2010,"CHLOROPHYLL A_OW_T",37.1
"0202CHA0122",2006-07-16,2006,7,2000,"CHLOROPHYLL A_OW_T",15.56
"0202CHA0122",2008-09-21,2008,9,2000,"CHLOROPHYLL A_OW_T",6.5
"0202CHA0122",1999-06-06,1999,6,1990,"CHLOROPHYLL A_OW_T",4.19
"0202CHA0122",2005-09-05,2005,9,2000,"CHLOROPHYLL A_OW_T",27.7
"0202CHA0122",2007-09-24,2007,9,2000,"CHLOROPHYLL A_OW_T",42.8
"0202CHA0122",2009-06-29,2009,6,2000,"CHLOROPHYLL A_OW_T",7.3
"0202CHA0122",2017-06-25,2017,6,2010,"CHLOROPHYLL A_OW_T",26.7
"0202CHA0122",2015-07-12,2015,7,2010,"CHLOROPHYLL A_OW_T",8.2
"0202CHA0122",2019-07-21,2019,7,2010,"CHLOROPHYLL A_OW_T",15.988
"0202CHA0122",1992-08-15,1992,8,1990,"CHLOROPHYLL A_OW_T",31.8
"0202CHA0122",1988-07-17,1988,7,1980,"CHLOROPHYLL A_OW_T",13.2
"0202CHA0122",1987-08-26,1987,8,1980,"CHLOROPHYLL A_OW_T",62.9
"0202CHA0122",1997-07-15,1997,7,1990,"CHLOROPHYLL A_OW_T",4.31
"0202CHA0122",1991-08-04,1991,8,1990,"CHLOROPHYLL A_OW_T",25.9
"0202CHA0122",2014-08-03,2014,8,2010,"CHLOROPHYLL A_OW_T",38.1
"0202CHA0122",1992-07-28,1992,7,1990,"CHLOROPHYLL A_OW_T",15.1
"0202CHA0122",2006-10-07,2006,10,2000,"CHLOROPHYLL A_OW_T",22.14
"0202CHA0122",2011-09-25,2011,9,2010,"CHLOROPHYLL A_OW_T",22.4
"0202CHA0122",2017-09-04,2017,9,2010,"CHLOROPHYLL A_OW_T",8.2
"0202CHA0122",2001-09-03,2001,9,2000,"CHLOROPHYLL A_OW_T",28.41
"0202CHA0122",2016-09-25,2016,9,2010,"CHLOROPHYLL A_OW_T",32.2
"0202CHA0122",1997-10-05,1997,10,1990,"CHLOROPHYLL A_OW_T",12.6
"0202CHA0122",2001-07-14,2001,7,2000,"CHLOROPHYLL A_OW_T",21.3
"0202CHA0122",2010-08-21,2010,8,2010,"CHLOROPHYLL A_OW_T",101.1
"0202CHA0122",2014-08-17,2014,8,2010,"CHLOROPHYLL A_OW_T",23.2
"0202CHA0122",2002-09-22,2002,9,2000,"CHLOROPHYLL A_OW_T",15.8
"0202CHA0122",1999-08-15,1999,8,1990,"CHLOROPHYLL A_OW_T",12.7
"0202CHA0122",1989-07-06,1989,7,1980,"CHLOROPHYLL A_OW_T",2.96
"0202CHA0122",2012-09-30,2012,9,2010,"CHLOROPHYLL A_OW_T",12.1
"0202CHA0122",2005-10-01,2005,10,2000,"CHLOROPHYLL A_OW_T",12.6
"0202CHA0122",1991-09-03,1991,9,1990,"CHLOROPHYLL A_OW_T",26.5
"0202CHA0122",1999-09-26,1999,9,1990,"CHLOROPHYLL A_OW_T",33.8
"0202CHA0122",1994-08-16,1994,8,1990,"CHLOROPHYLL A_OW_T",16.5
"0202CHA0122",2017-09-17,2017,9,2010,"CHLOROPHYLL A_OW_T",48.2
"0202CHA0122",2008-09-08,2008,9,2000,"CHLOROPHYLL A_OW_T",4.43
"0202CHA0122",1999-07-25,1999,7,1990,"CHLOROPHYLL A_OW_T",20.8
"0202CHA0122",2019-08-31,2019,8,2010,"CHLOROPHYLL A_OW_T",80.32
"0202CHA0122",1988-07-09,1988,7,1980,"CHLOROPHYLL A_OW_T",6
"0202CHA0122",2002-06-23,2002,6,2000,"CHLOROPHYLL A_OW_T",3.9
"0202CHA0122",2006-08-13,2006,8,2000,"CHLOROPHYLL A_OW_T",41.49
"0202CHA0122",1988-08-11,1988,8,1980,"CHLOROPHYLL A_OW_T",22.9
"0202CHA0122",2018-07-14,2018,7,2010,"CHLOROPHYLL A_OW_T",9.2
"0202CHA0122",1987-07-31,1987,7,1980,"CHLOROPHYLL A_OW_T",23.7
"0202CHA0122",2017-07-09,2017,7,2010,"CHLOROPHYLL A_OW_T",5.2
"0202CHA0122",2003-09-21,2003,9,2000,"CHLOROPHYLL A_OW_T",16.2
"0202CHA0122",2014-09-01,2014,9,2010,"CHLOROPHYLL A_OW_T",30.5
"0202CHA0122",2012-06-10,2012,6,2010,"CHLOROPHYLL A_OW_T",6.3
"0202CHA0122",2014-09-28,2014,9,2010,"CHLOROPHYLL A_OW_T",31.8
"0202CHA0122",1998-07-26,1998,7,1990,"CHLOROPHYLL A_OW_T",9.92
"0202CHA0122",2016-07-24,2016,7,2010,"CHLOROPHYLL A_OW_T",11.5
"0202CHA0122",2018-09-30,2018,9,2010,"CHLOROPHYLL A_OW_T",8.3
"0202CHA0122",2000-09-24,2000,9,2000,"CHLOROPHYLL A_OW_T",11.8
"0202CHA0122",2001-07-25,2001,7,2000,"CHLOROPHYLL A_OW_T",14.9
"0202CHA0122",2010-09-18,2010,9,2010,"CHLOROPHYLL A_OW_T",73.2
"0202CHA0122",1999-09-06,1999,9,1990,"CHLOROPHYLL A_OW_T",37.4
"0202CHA0122",2017-06-11,2017,6,2010,"CHLOROPHYLL A_OW_T",8.8
"0202CHA0122",1988-08-05,1988,8,1980,"CHLOROPHYLL A_OW_T",16.8
"0202CHA0122",2015-06-07,2015,6,2010,"CHLOROPHYLL A_OW_T",4.1
"0202CHA0122",2005-07-07,2005,7,2000,"CHLOROPHYLL A_OW_T",3.5
"0202CHA0122",1992-07-07,1992,7,1990,"CHLOROPHYLL A_OW_T",6.29
"0202CHA0122",2020-06-20,2020,6,2020,"CHLOROPHYLL A_OW_T",3.704
"0202CHA0122",2017-08-20,2017,8,2010,"CHLOROPHYLL A_OW_T",24.1
"0202CHA0122",2006-09-16,2006,9,2000,"CHLOROPHYLL A_OW_T",49.4
"0202CHA0122",2014-06-22,2014,6,2010,"CHLOROPHYLL A_OW_T",1.45
"0202CHA0122",2003-09-07,2003,9,2000,"CHLOROPHYLL A_OW_T",41.9
"0202CHA0122",2016-08-21,2016,8,2010,"CHLOROPHYLL A_OW_T",60.6
"0202CHA0122",1990-09-03,1990,9,1990,"CHLOROPHYLL A_OW_T",25.6
"0202CHA0122",2018-07-15,2018,7,2010,"CHLOROPHYLL A_OW_T",10.1
"0202CHA0122",2020-06-07,2020,6,2020,"CHLOROPHYLL A_OW_T",2.056
"0202CHA0122",1997-09-14,1997,9,1990,"CHLOROPHYLL A_OW_T",4.42
"0202CHA0122",2009-09-19,2009,9,2000,"CHLOROPHYLL A_OW_T",33.7
"0202CHA0122",2016-08-07,2016,8,2010,"CHLOROPHYLL A_OW_T",15.7
"0202CHA0122",2000-09-10,2000,9,2000,"CHLOROPHYLL A_OW_T",30
"0202CHA0122",2000-08-13,2000,8,2000,"CHLOROPHYLL A_OW_T",85
"0202CHA0122",2009-08-23,2009,8,2000,"CHLOROPHYLL A_OW_T",47.2
"0202CHA0122",2007-10-02,2007,10,2000,"CHLOROPHYLL A_OW_T",21.6
"0202CHA0122",1993-08-24,1993,8,1990,"CHLOROPHYLL A_OW_T",34
"0202CHA0122",2006-07-06,2006,7,2000,"CHLOROPHYLL A_OW_T",17.61
"0202CHA0122",1989-07-31,1989,7,1980,"CHLOROPHYLL A_OW_T",6.38
"0202CHA0122",2012-09-09,2012,9,2010,"CHLOROPHYLL A_OW_T",27.6
"0202CHA0122",2010-08-08,2010,8,2010,"CHLOROPHYLL A_OW_T",79
"0202CHA0122",2008-10-05,2008,10,2000,"CHLOROPHYLL A_OW_T",9.41
"0202CHA0122",2016-06-05,2016,6,2010,"CHLOROPHYLL A_OW_T",2
"0202CHA0122",1993-10-03,1993,10,1990,"CHLOROPHYLL A_OW_T",15.5
"0202CHA0122",1989-08-09,1989,8,1980,"CHLOROPHYLL A_OW_T",11.3
"0202CHA0122",1998-08-03,1998,8,1990,"CHLOROPHYLL A_OW_T",12.2
"0202CHA0122",2005-08-20,2005,8,2000,"CHLOROPHYLL A_OW_T",27.7
"0202CHA0122",2017-08-06,2017,8,2010,"CHLOROPHYLL A_OW_T",47.5
"0202CHA0122",2003-06-08,2003,6,2000,"CHLOROPHYLL A_OW_T",1.8
"0202CHA0122",2002-09-08,2002,9,2000,"CHLOROPHYLL A_OW_T",28.6
"0202CHA0122",2013-06-30,2013,6,2010,"CHLOROPHYLL A_OW_T",25.1
"0202CHA0122",1992-07-29,1992,7,1990,"CHLOROPHYLL A_OW_T",28
"0202CHA0122",1999-08-22,1999,8,1990,"CHLOROPHYLL A_OW_T",20.6
"0202CHA0122",2012-06-24,2012,6,2010,"CHLOROPHYLL A_OW_T",12.7
"0202CHA0122",2011-08-13,2011,8,2010,"CHLOROPHYLL A_OW_T",33.7
"0202CHA0122",2019-07-07,2019,7,2010,"CHLOROPHYLL A_OW_T",10.388
"0202CHA0122",1998-10-04,1998,10,1990,"CHLOROPHYLL A_OW_T",20.3
"0202CHA0122",2015-08-09,2015,8,2010,"CHLOROPHYLL A_OW_T",19.7
"0202CHA0122",2020-07-05,2020,7,2020,"CHLOROPHYLL A_OW_T",4.328
"0202CHA0122",1990-10-14,1990,10,1990,"CHLOROPHYLL A_OW_T",14.6
"0202CHA0122",2007-07-16,2007,7,2000,"CHLOROPHYLL A_OW_T",12.8
"0202CHA0122",1994-10-16,1994,10,1990,"CHLOROPHYLL A_OW_T",14.9
"0202CHA0122",2000-09-18,2000,9,2000,"CHLOROPHYLL A_OW_T",22
"0202CHA0122",2005-06-20,2005,6,2000,"CHLOROPHYLL A_OW_T",4
"0202CHA0122",2013-06-17,2013,6,2010,"CHLOROPHYLL A_OW_T",10.4
"0202CHA0122",2018-06-17,2018,6,2010,"CHLOROPHYLL A_OW_T",4.4
"0202CHA0122",2011-07-31,2011,7,2010,"CHLOROPHYLL A_OW_T",23.5
"0202CHA0122",2018-08-08,2018,8,2010,"CHLOROPHYLL A_OW_T",18.4
"0202CHA0122",2000-07-08,2000,7,2000,"CHLOROPHYLL A_OW_T",8.7
"0202CHA0122",2011-10-22,2011,10,2010,"CHLOROPHYLL A_OW_T",12.8
"0202CHA0122",2014-06-01,2014,6,2010,"CHLOROPHYLL A_OW_T",5.2
"0202CHA0122",1991-08-21,1991,8,1990,"CHLOROPHYLL A_OW_T",32.3
"0202CHA0122",2015-09-07,2015,9,2010,"CHLOROPHYLL A_OW_T",28
"0202CHA0122",1990-08-07,1990,8,1990,"CHLOROPHYLL A_OW_T",19.5
"0202CHA0122",1989-07-18,1989,7,1980,"CHLOROPHYLL A_OW_T",6.23
"0202CHA0122",1990-10-07,1990,10,1990,"CHLOROPHYLL A_OW_T",20.2
"0202CHA0122",2010-06-21,2010,6,2010,"CHLOROPHYLL A_OW_T",18.9
"0202CHA0122",2016-07-10,2016,7,2010,"CHLOROPHYLL A_OW_T",5
"0202CHA0122",2009-09-07,2009,9,2000,"CHLOROPHYLL A_OW_T",17.3
"0202CHA0122",2004-09-12,2004,9,2000,"CHLOROPHYLL A_OW_T",24.5
"0202CHA0122",2019-06-23,2019,6,2010,"CHLOROPHYLL A_OW_T",5.858
"0202CHA0122",1997-07-08,1997,7,1990,"CHLOROPHYLL A_OW_T",7.61
"0202CHA0122",2003-10-11,2003,10,2000,"CHLOROPHYLL A_OW_T",25.9
"0202CHA0122",2016-06-04,2016,6,2010,"CHLOROPHYLL A_OW_T",2.77
"0202CHA0122",2011-07-05,2011,7,2010,"CHLOROPHYLL A_OW_T",1.6
"0202CHA0122",1987-06-07,1987,6,1980,"CHLOROPHYLL A_OW_T",2.6
"0202CHA0122",2003-08-03,2003,8,2000,"CHLOROPHYLL A_OW_T",21.3
"0202CHA0122",1987-08-20,1987,8,1980,"CHLOROPHYLL A_OW_T",28.9
"0202CHA0122",1994-08-04,1994,8,1990,"CHLOROPHYLL A_OW_T",8.48
"0202CHA0122",1987-07-16,1987,7,1980,"CHLOROPHYLL A_OW_T",12.7
"0202CHA0122",2020-08-30,2020,8,2020,"CHLOROPHYLL A_OW_T",3.962
"0202CHA0122",1993-09-25,1993,9,1990,"CHLOROPHYLL A_OW_T",45
"0202CHA0122",2006-07-29,2006,7,2000,"CHLOROPHYLL A_OW_T",46.44
"0202CHA0122",1991-08-19,1991,8,1990,"CHLOROPHYLL A_OW_T",37.5
"0202CHA0122",2007-07-29,2007,7,2000,"CHLOROPHYLL A_OW_T",10.42
"0202CHA0122",1991-07-01,1991,7,1990,"CHLOROPHYLL A_OW_T",0.36
"0202CHA0122",2020-07-19,2020,7,2020,"CHLOROPHYLL A_OW_T",29.88
"0202CHA0122",2000-05-29,2000,5,2000,"CHLOROPHYLL A_OW_T",3.92
"0202CHA0122",2007-09-10,2007,9,2000,"CHLOROPHYLL A_OW_T",28.02
"0202CHA0122",2002-07-14,2002,7,2000,"CHLOROPHYLL A_OW_T",5.2
"0202CHA0122",1990-07-18,1990,7,1990,"CHLOROPHYLL A_OW_T",22.3
"0202CHA0122",2004-07-11,2004,7,2000,"CHLOROPHYLL A_OW_T",3.4
"0202CHA0122",1987-07-24,1987,7,1980,"CHLOROPHYLL A_OW_T",19.2
"0202CHA0122",2018-08-19,2018,8,2010,"CHLOROPHYLL A_OW_T",23.5
"0202CHA0122",1989-09-05,1989,9,1980,"CHLOROPHYLL A_OW_T",20
"0202CHA0122",1991-06-25,1991,6,1990,"CHLOROPHYLL A_OW_T",6.88
"0202CHA0122",2015-09-27,2015,9,2010,"CHLOROPHYLL A_OW_T",13.8
"0202CHA0122",2011-09-11,2011,9,2010,"CHLOROPHYLL A_OW_T",27.8
"0202CHA0122",2012-07-22,2012,7,2010,"CHLOROPHYLL A_OW_T",27
"0202CHA0122",1997-08-19,1997,8,1990,"CHLOROPHYLL A_OW_T",6.72
"0202CHA0122",1993-08-02,1993,8,1990,"CHLOROPHYLL A_OW_T",77.2
"0202CHA0122",2007-08-12,2007,8,2000,"CHLOROPHYLL A_OW_T",46.2
"0202CHA0122",2008-08-10,2008,8,2000,"CHLOROPHYLL A_OW_T",69.48
"0202CHA0122",1988-07-02,1988,7,1980,"CHLOROPHYLL A_OW_T",10.6
"0202CHA0122",1991-07-15,1991,7,1990,"CHLOROPHYLL A_OW_T",0.4
"0202CHA0122",2015-07-26,2015,7,2010,"CHLOROPHYLL A_OW_T",8.4
"0202CHA0122",2009-08-01,2009,8,2000,"CHLOROPHYLL A_OW_T",20.48
"0202CHA0122",1999-06-06,1999,6,1990,"PHOSPHORUS_OW_T",0.009
"0202CHA0122",1987-08-13,1987,8,1980,"PHOSPHORUS_OW_T",0.03
"0202CHA0122",1991-08-05,1991,8,1990,"PHOSPHORUS_OW_T",0.11
"0202CHA0122",1992-09-12,1992,9,1990,"PHOSPHORUS_OW_T",0.039
"0202CHA0122",1991-08-21,1991,8,1990,"PHOSPHORUS_OW_T",0.11
"0202CHA0122",2004-09-26,2004,9,2000,"PHOSPHORUS_OW_T",0.0559
"0202CHA0122",2002-06-30,2002,6,2000,"PHOSPHORUS_OW_T",0.01904
"0202CHA0122",2011-09-25,2011,9,2010,"PHOSPHORUS_OW_T",0.0806
"0202CHA0122",1991-08-04,1991,8,1990,"PHOSPHORUS_OW_T",0.023
"0202CHA0122",1987-07-31,1987,7,1980,"PHOSPHORUS_OW_T",0.021
"0202CHA0122",2006-08-26,2006,8,2000,"PHOSPHORUS_OW_T",0.0499
"0202CHA0122",1987-08-06,1987,8,1980,"PHOSPHORUS_OW_T",0.019
"0202CHA0122",1987-09-12,1987,9,1980,"PHOSPHORUS_OW_T",0.026
"0202CHA0122",2017-06-25,2017,6,2010,"PHOSPHORUS_OW_T",0.0528
"0202CHA0122",1994-08-16,1994,8,1990,"PHOSPHORUS_OW_T",0.031
"0202CHA0122",2008-08-09,2008,8,2000,"PHOSPHORUS_OW_T",0.0237
"0202CHA0122",2000-10-01,2000,10,2000,"PHOSPHORUS_OW_T",0.016
"0202CHA0122",1988-08-19,1988,8,1980,"PHOSPHORUS_OW_T",0.025
"0202CHA0122",1989-08-25,1989,8,1980,"PHOSPHORUS_OW_T",0.013
"0202CHA0122",2018-07-29,2018,7,2010,"PHOSPHORUS_OW_T",0.049
"0202CHA0122",2001-07-31,2001,7,2000,"PHOSPHORUS_OW_T",0.03252
"0202CHA0122",2010-09-18,2010,9,2010,"PHOSPHORUS_OW_T",0.0942
"0202CHA0122",1988-08-11,1988,8,1980,"PHOSPHORUS_OW_T",0.029
"0202CHA0122",2018-07-15,2018,7,2010,"PHOSPHORUS_OW_T",0.0209
"0202CHA0122",1998-10-04,1998,10,1990,"PHOSPHORUS_OW_T",0.031
"0202CHA0122",2016-06-05,2016,6,2010,"PHOSPHORUS_OW_T",0.0278
"0202CHA0122",1993-09-25,1993,9,1990,"PHOSPHORUS_OW_T",0.075
"0202CHA0122",2015-06-28,2015,6,2010,"PHOSPHORUS_OW_T",0.0411
"0202CHA0122",1997-07-29,1997,7,1990,"PHOSPHORUS_OW_T",0.011
"0202CHA0122",2014-07-20,2014,7,2010,"PHOSPHORUS_OW_T",0.0423
"0202CHA0122",1988-08-27,1988,8,1980,"PHOSPHORUS_OW_T",0.046
"0202CHA0122",2005-06-05,2005,6,2000,"PHOSPHORUS_OW_T",0.0118
"0202CHA0122",1990-08-24,1990,8,1990,"PHOSPHORUS_OW_T",0.034
"0202CHA0122",1997-09-20,1997,9,1990,"PHOSPHORUS_OW_T",0.02
"0202CHA0122",1997-07-08,1997,7,1990,"PHOSPHORUS_OW_T",0.017
"0202CHA0122",2013-07-28,2013,7,2010,"PHOSPHORUS_OW_T",0.04
"0202CHA0122",2003-08-20,2003,8,2000,"PHOSPHORUS_OW_T",0.0298
"0202CHA0122",2018-08-08,2018,8,2010,"PHOSPHORUS_OW_T",0.0262
"0202CHA0122",2011-08-13,2011,8,2010,"PHOSPHORUS_OW_T",0.0495
"0202CHA0122",2005-09-18,2005,9,2000,"PHOSPHORUS_OW_T",0.0439
