"LAKE_ID","year","yrdate","month","decade","CHLA","SECCHI","NPratio","PHOS","COLOR","lake","ECOREG","MAXFT","ACRES","temp_type","alk_type","size_class","depth_type","acid","precipitation","zebra_mussels","algaecide"
"0202CHA0122",1989,237,8,1980,8.26,2.2,0.769230769230769,0.013,5,1,61,75,12990.22199,3,2,5,2,1206.769826,110.675010501637,0,0
"0202CHA0122",1989,187,7,1980,2.96,3,3.33333333333333,0.009,5,1,61,75,12990.22199,3,2,5,2,1206.769826,110.675010501637,0,0
"0202CHA0122",1990,280,10,1990,20.2,1.66,1.33333333333333,0.03,8,1,61,75,12990.22199,3,2,5,2,1404.908003,138.451234884823,0,0
"0202CHA0122",1990,199,7,1990,22.3,1.8,0.625,0.016,8,1,61,75,12990.22199,3,2,5,2,1404.908003,138.451234884823,0,0
"0202CHA0122",1990,236,8,1990,32.3,1.4,0.294117647058824,0.034,5,1,61,75,12990.22199,3,2,5,2,1404.908003,138.451234884823,0,0
"0202CHA0122",1991,176,6,1990,6.88,1.6,0.555555555555556,0.018,17,1,61,75,12990.22199,3,2,5,2,969.2337505,85.9252423454733,0,0
"0202CHA0122",1991,231,8,1990,37.5,1.43,0.37037037037037,0.027,7,1,61,75,12990.22199,3,2,5,2,969.2337505,85.9252423454733,0,0
"0202CHA0122",1991,246,9,1990,26.5,1.16,0.344827586206897,0.029,3,1,61,75,12990.22199,3,2,5,2,969.2337505,85.9252423454733,0,0
"0202CHA0122",1991,190,7,1990,14.2,2.04,0.5,0.02,17,1,61,75,12990.22199,3,2,5,2,969.2337505,85.9252423454733,0,0
"0202CHA0122",1991,216,8,1990,25.9,1.84,0.434782608695652,0.023,3,1,61,75,12990.22199,3,2,5,2,969.2337505,85.9252423454733,0,0
"0202CHA0122",1992,210,7,1990,15.1,1.72,0.526315789473684,0.019,5,1,61,75,12990.22199,3,2,5,2,1179.955244,117.451379933076,0,0
"0202CHA0122",1992,228,8,1990,31.8,1.57,0.454545454545455,0.022,7,1,61,75,12990.22199,3,2,5,2,1179.955244,117.451379933076,0,0
"0202CHA0122",1992,256,9,1990,23.2,1.25,0.256410256410256,0.039,16,1,61,75,12990.22199,3,2,5,2,1179.955244,117.451379933076,0,0
"0202CHA0122",1992,257,9,1990,35.2,1.83,0.3125,0.032,11,1,61,75,12990.22199,3,2,5,2,1179.955244,117.451379933076,0,0
"0202CHA0122",1992,181,6,1990,15,2.41,0.476190476190476,0.021,10,1,61,75,12990.22199,3,2,5,2,1179.955244,117.451379933076,0,0
"0202CHA0122",1992,189,7,1990,6.29,1.5,0.196078431372549,0.051,13,1,61,75,12990.22199,3,2,5,2,1179.955244,117.451379933076,0,0
"0202CHA0122",1993,234,8,1990,104,0.375,0.108695652173913,0.092,10,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1993,236,8,1990,34,1.28,0.333333333333333,0.03,4,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1993,214,8,1990,77.2,0.625,1.07692307692308,0.13,7,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1993,215,8,1990,22.8,1.57,0.4,0.025,3,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1993,276,10,1990,15.5,0.96,1.05263157894737,0.038,4,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1993,249,9,1990,29,1.46,0.625,0.032,5,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1993,268,9,1990,45,0.3,0.266666666666667,0.075,7,1,61,75,12990.22199,3,2,5,2,1048.49252,105.181237703211,0,0
"0202CHA0122",1994,199,7,1990,6.71,2.99,0.714285714285714,0.014,3,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202CHA0122",1994,228,8,1990,16.5,1.09,0.32258064516129,0.031,8,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202CHA0122",1994,242,8,1990,20.6,1.65,0.833333333333333,0.012,5,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202CHA0122",1994,247,9,1990,52.7,0.795,0.27027027027027,0.037,7,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202CHA0122",1994,289,10,1990,14.9,2.085,0.476190476190476,0.021,5,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202CHA0122",1994,216,8,1990,8.48,2.375,0.588235294117647,0.017,3,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202CHA0122",1994,213,8,1990,29,1.415,0.294117647058824,0.034,4,1,61,75,12990.22199,3,2,5,2,1174.220693,120.824529760024,0,0
"0202FIN0153",1986,172,6,1980,2.29,3.125,8.46153846153846,0.013,5,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,180,6,1980,2,2.25,8.18181818181818,0.011,10,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,166,6,1980,2.22,3,4.61538461538462,0.026,5,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,217,8,1980,53.3,1.125,1.38888888888889,0.018,11,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,228,8,1980,36.3,0.75,0.714285714285714,0.035,12,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,184,7,1980,0.8,2.75,5,0.022,15,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,192,7,1980,5.03,2,1.19047619047619,0.021,2,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,248,9,1980,25.9,0.75,0.757575757575758,0.033,3,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,257,9,1980,22.2,0.625,0.694444444444445,0.036,13,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,264,9,1980,34,0.75,0.641025641025641,0.039,8,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,233,8,1980,40,0.625,0.675675675675676,0.037,15,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1986,242,8,1980,29.6,1,0.735294117647059,0.034,3,2,61,38.39,283.693534,3,2,5,2,1671.703552,137.324005126953,0,0
"0202FIN0153",1987,200,7,1980,109,0.75,0.25,0.04,15,2,61,38.39,283.693534,3,2,5,2,1263.626831,114.513999938964,0,0
"0202FIN0153",1987,221,8,1980,116,0.75,0.238095238095238,0.042,7,2,61,38.39,283.693534,3,2,5,2,1263.626831,114.513999938964,0,0
"0202FIN0153",1987,172,6,1980,17,2,0.434782608695652,0.023,15,2,61,38.39,283.693534,3,2,5,2,1263.626831,114.513999938964,0,0
"0202FIN0153",1987,179,6,1980,37.7,1.25,0.476190476190476,0.021,15,2,61,38.39,283.693534,3,2,5,2,1263.626831,114.513999938964,0,0
"0202FIN0153",1987,249,9,1980,99,0.75,2.88135593220339,0.059,8,2,61,38.39,283.693534,3,2,5,2,1263.626831,114.513999938964,0,0
"0202FIN0153",1987,274,10,1980,73.2,0.75,0.510204081632653,0.049,11,2,61,38.39,283.693534,3,2,5,2,1263.626831,114.513999938964,0,0
"0202FIN0153",1988,173,6,1980,17.5,2.25,0.454545454545455,0.022,8,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,180,6,1980,10.1,1.75,0.454545454545455,0.022,7,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,187,7,1980,10.4,1.5,0.5,0.02,9,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,201,7,1980,20.7,1,0.4,0.025,7,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,208,7,1980,1.78,1.5,0.344827586206897,0.029,10,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,213,7,1980,17.8,1.25,0.32258064516129,0.031,10,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,221,8,1980,31.1,1,0.27027027027027,0.037,11,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,225,8,1980,52.5,0.75,0.238095238095238,0.042,10,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,234,8,1980,49.6,0.75,0.238095238095238,0.042,6,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,243,8,1980,10.1,2.25,0.625,0.032,11,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,250,9,1980,18.5,1.75,0.675675675675676,0.037,14,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,256,9,1980,24.4,1.5,0.714285714285714,0.035,12,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,263,9,1980,38.5,1,0.25,0.04,8,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1988,269,9,1980,30.3,1,0.256410256410256,0.039,6,2,61,38.39,283.693534,3,2,5,2,1325.05127,114.458999633789,0,0
"0202FIN0153",1989,177,6,1980,2.16,3.25,8.23529411764706,0.017,7,2,61,38.39,283.693534,3,2,5,2,1316.301208,121.545501708984,0,0
"0202FIN0153",1989,219,8,1980,7.19,2.5,2.06896551724138,0.029,8,2,61,38.39,283.693534,3,2,5,2,1316.301208,121.545501708984,0,0
"0202FIN0153",1989,254,9,1980,17.8,1.75,0.4,0.025,5,2,61,38.39,283.693534,3,2,5,2,1316.301208,121.545501708984,0,0
"0202FIN0153",1990,198,7,1990,36.6,1.25,0.27027027027027,0.037,13,2,61,38.39,283.693534,3,2,5,2,1491.827454,148.22850036621,0,0
"0202FIN0153",1990,212,7,1990,57.4,0.75,0.208333333333333,0.048,10,2,61,38.39,283.693534,3,2,5,2,1491.827454,148.22850036621,0,0
"0202FIN0153",1990,240,8,1990,58.6,0.75,0.188679245283019,0.053,10,2,61,38.39,283.693534,3,2,5,2,1491.827454,148.22850036621,0,0
"0202FIN0153",1990,254,9,1990,62.7,0.75,0.196078431372549,0.051,12,2,61,38.39,283.693534,3,2,5,2,1491.827454,148.22850036621,0,0
"0202FIN0153",1990,268,9,1990,26.9,1.5,0.416666666666667,0.048,17,2,61,38.39,283.693534,3,2,5,2,1491.827454,148.22850036621,0,0
"0202FIN0153",1991,203,7,1990,30.9,1,0.204081632653061,0.049,10,2,61,38.39,283.693534,3,2,5,2,987.6559448,87.9509963989257,0,0
"0202FIN0153",1991,217,8,1990,82.8,0.75,0.181818181818182,0.055,14,2,61,38.39,283.693534,3,2,5,2,987.6559448,87.9509963989257,0,0
"0202FIN0153",1991,231,8,1990,68.8,0.75,0.185185185185185,0.054,11,2,61,38.39,283.693534,3,2,5,2,987.6559448,87.9509963989257,0,0
"0202FIN0153",1991,247,9,1990,149,0.33,0.126582278481013,0.079,9,2,61,38.39,283.693534,3,2,5,2,987.6559448,87.9509963989257,0,0
"0202FIN0153",1994,165,6,1990,3.73,3.625,8,0.015,6,2,61,38.39,283.693534,3,2,5,2,1124.731934,115.28450012207,0,0
"0202FIN0153",1994,227,8,1990,32.7,1.25,0.769230769230769,0.039,11,2,61,38.39,283.693534,3,2,5,2,1124.731934,115.28450012207,0,0
"0202FIN0153",1995,198,7,1990,53.8,0.75,0.188679245283019,0.053,5,2,61,38.39,283.693534,3,2,5,2,859.5326538,98.16499710083,0,0
"0302SOD0096",1988,197,7,1980,8.97,2.26,0.476190476190476,0.021,6,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,203,7,1980,11.1,1.83,0.526315789473684,0.019,2,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,210,7,1980,8.97,1.9,0.4,0.025,6,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,217,8,1980,4.51,1.6,0.416666666666667,0.024,4,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,224,8,1980,10.4,1.89,0.37037037037037,0.027,3,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,231,8,1980,20,1.34,0.192307692307692,0.052,7,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,238,8,1980,18.5,1.28,0.175438596491228,0.057,3,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,246,9,1980,15.6,1.6,0.263157894736842,0.038,6,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,266,9,1980,20,1.36,0.212765957446809,0.047,7,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,273,9,1980,17.8,1.25,0.675675675675676,0.037,7,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,280,10,1980,12,1.23,0.294117647058824,0.034,7,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,293,10,1980,13.9,1.43,0.333333333333333,0.03,6,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1988,301,10,1980,6.57,1.46,2.8,0.025,5,3,83,-999,3210.278737,3,3,5,1,825.7535324,78.6154597600301,0,0
"0302SOD0096",1989,257,9,1980,20.4,1.37,0.4,0.025,6,3,83,-999,3210.278737,3,3,5,1,940.4511719,90.2290840148925,0,0
"0302SOD0096",1989,215,8,1980,11.1,1.71,0.416666666666667,0.024,5,3,83,-999,3210.278737,3,3,5,1,940.4511719,90.2290840148925,0,0
"0302SOD0096",1989,173,6,1980,6.53,2.47,2.14285714285714,0.028,6,3,83,-999,3210.278737,3,3,5,1,940.4511719,90.2290840148925,0,0
"0302SOD0096",1990,228,8,1990,23.9,1.28,0.384615384615385,0.026,5,3,83,-999,3210.278737,3,3,5,1,1150.935247,106.523500442504,0,0
"0302SOD0096",1990,270,9,1990,38.9,1.17,0.303030303030303,0.033,8,3,83,-999,3210.278737,3,3,5,1,1150.935247,106.523500442504,0,0
"0302SOD0096",1990,213,8,1990,22.6,1.295,0.344827586206897,0.029,8,3,83,-999,3210.278737,3,3,5,1,1150.935247,106.523500442504,0,0
"0302SOD0096",1990,187,7,1990,14.6,2.2,0.869565217391304,0.023,8,3,83,-999,3210.278737,3,3,5,1,1150.935247,106.523500442504,0,0
"0302SOD0096",1991,202,7,1990,4.14,0.99,0.454545454545455,0.022,3,3,83,-999,3210.278737,3,3,5,1,1010.696042,88.895749092102,0,0
"0302SOD0096",1991,223,8,1990,13.2,1.49,0.285714285714286,0.035,6,3,83,-999,3210.278737,3,3,5,1,1010.696042,88.895749092102,0,0
"0302SOD0096",1991,237,8,1990,26.7,1.33,0.263157894736842,0.038,2,3,83,-999,3210.278737,3,3,5,1,1010.696042,88.895749092102,0,0
"0302SOD0096",1991,209,7,1990,8.28,1.59,0.416666666666667,0.024,6,3,83,-999,3210.278737,3,3,5,1,1010.696042,88.895749092102,0,0
"0302SOD0096",1991,216,8,1990,12.6,1.69,0.4,0.025,6,3,83,-999,3210.278737,3,3,5,1,1010.696042,88.895749092102,0,0
"0302SOD0096",1991,265,9,1990,2.06,1.19,0.3125,0.032,7,3,83,-999,3210.278737,3,3,5,1,1010.696042,88.895749092102,0,0
"0403SIL0115",1986,176,6,1980,3.92,2.125,14.4,0.025,5,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,184,7,1980,3.18,2.5,12.5925925925926,0.027,10,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,170,6,1980,4.74,2.5,23.8888888888889,0.018,5,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,212,7,1980,14.8,1.25,0.581395348837209,0.043,8,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,216,8,1980,19.2,1.5,0.5,0.05,6,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,223,8,1980,22.2,1,0.373134328358209,0.067,25,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,232,8,1980,30.3,1,0.324675324675325,0.077,16,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,241,8,1980,23.7,1,0.25,0.1,8,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,246,9,1980,16.3,1,0.227272727272727,0.11,15,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,252,9,1980,12.3,1.5,0.25,0.1,10,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,260,9,1980,15.3,1.375,0.265957446808511,0.094,10,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,197,7,1980,5.25,2.5,6,0.035,8,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1986,190,7,1980,4.34,2.5,8.88888888888889,0.027,8,4,60,38.06,822.64868,3,3,5,2,1144.533447,102.636854989188,0,0
"0403SIL0115",1987,166,6,1980,6.2,3.5,4.58333333333333,0.024,8,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,174,6,1980,16.3,2,0.344827586206897,0.029,10,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,161,6,1980,12.5,2.5,5,0.022,15,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,196,7,1980,35.5,1.5,0.285714285714286,0.035,11,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,203,7,1980,45.1,1.375,0.25,0.04,10,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,210,7,1980,72.5,0.75,0.444444444444444,0.045,13,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,213,8,1980,151,0.875,0.178571428571429,0.056,11,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,222,8,1980,123,1,0.181818181818182,0.055,14,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,229,8,1980,17,2.625,0.277777777777778,0.036,15,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,247,9,1980,66,1.125,0.0833333333333333,0.12,3,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,253,9,1980,125,0.375,0.0714285714285714,0.14,12,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,188,7,1980,54.8,1.33,0.256410256410256,0.039,14,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1987,180,6,1980,22.9,1.5,1.38888888888889,0.036,10,4,60,38.06,822.64868,3,3,5,2,1027.018276,94.7069996425083,0,0
"0403SIL0115",1988,180,6,1980,17.2,2,0.416666666666667,0.024,10,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,187,7,1980,10.1,1.5,0.37037037037037,0.027,11,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,173,6,1980,19.2,2.25,0.476190476190476,0.021,6,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,211,7,1980,16.5,1.5,0.333333333333333,0.03,8,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,218,8,1980,17.5,1.75,0.344827586206897,0.029,11,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,225,8,1980,35.5,1,0.333333333333333,0.03,6,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,229,8,1980,45.9,1,0.476190476190476,0.021,6,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,236,8,1980,50.3,0.75,0.192307692307692,0.052,6,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,243,8,1980,20,1.25,0.188679245283019,0.053,3,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,252,9,1980,19.2,1.5,0.149253731343284,0.067,6,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,260,9,1980,51.8,1,0.111111111111111,0.09,8,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,272,9,1980,33.3,1.375,0.235294117647059,0.085,6,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,201,7,1980,40,1.75,0.303030303030303,0.033,5,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1988,195,7,1980,16.8,2,0.256410256410256,0.039,10,4,60,38.06,822.64868,3,3,5,2,892.1522478,81.4342836652483,0,0
"0403SIL0115",1989,186,7,1980,2.85,4.625,21.6666666666667,0.018,15,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1989,199,7,1980,9.02,2.5,18,0.015,9,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1989,174,6,1980,6.03,3.5,22.2727272727273,0.022,10,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1989,234,8,1980,3.77,6,4.21052631578947,0.019,5,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1989,263,9,1980,45.3,1.5,0.125,0.08,9,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1989,216,8,1980,6.14,2.5,2.93103448275862,0.058,5,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1989,227,8,1980,3.92,4.5,7.14285714285714,0.014,6,4,60,38.06,822.64868,3,3,5,2,1041.377407,103.22514452253,0,0
"0403SIL0115",1990,186,7,1990,16.8,2.1,5.26315789473684,0.019,8,4,60,38.06,822.64868,3,3,5,2,1060.290702,110.557143075125,0,0
"0403SIL0115",1990,228,8,1990,13,2.15,0.344827586206897,0.029,5,4,60,38.06,822.64868,3,3,5,2,1060.290702,110.557143075125,0,0
"0403SIL0115",1990,240,8,1990,11.6,2,0.212765957446809,0.047,11,4,60,38.06,822.64868,3,3,5,2,1060.290702,110.557143075125,0,0
"0403SIL0115",1990,199,7,1990,19.8,2.25,0.476190476190476,0.021,3,4,60,38.06,822.64868,3,3,5,2,1060.290702,110.557143075125,0,0
"0403SIL0115",1990,216,8,1990,15.6,2,0.333333333333333,0.03,3,4,60,38.06,822.64868,3,3,5,2,1060.290702,110.557143075125,0,0
"0403SIL0115",1990,255,9,1990,29,1.25,0.149253731343284,0.067,13,4,60,38.06,822.64868,3,3,5,2,1060.290702,110.557143075125,0,0
"0602BRA0154",1988,199,7,1980,3.55,4.73,1.42857142857143,0.007,2,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
"0602BRA0154",1988,206,7,1980,4.74,4.07,0.833333333333333,0.012,5,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
"0602BRA0154",1988,192,7,1980,1.68,5.82,1.25,0.008,5,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
"0602BRA0154",1988,227,8,1980,1.75,5.27,1,0.01,2,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
"0602BRA0154",1988,241,8,1980,2.81,4.51,1.53846153846154,0.013,6,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
"0602BRA0154",1988,249,9,1980,3.63,3.29,1.42857142857143,0.007,5,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
"0602BRA0154",1988,213,7,1980,2.96,3.99,1.25,0.008,4,5,60,27,136.120507,3,3,5,2,771.8597594,76.6439971923828,0,0
